a1,a2,a3,a4,load,failure
9.662054494557324,5.178467704127414,5.608709169465815,5.423263530837732,60.0,0
8.053080820397174,4.092839978121411,4.22747906062947,4.570541333528401,60.0,0
8.419112576942675,4.718729360948453,5.113373000651348,6.1495912148782965,60.0,0
7.912768050673738,4.25136934638549,4.565496966017035,5.937314123464882,60.0,0
5.139397938568192,3.3172708136530424,2.707006550677713,3.9937938450878487,60.0,0
8.220068093228967,3.0272829409384645,3.637766870443684,4.516459390236914,60.0,0
6.588904093571557,4.651274116133351,3.817007089904733,4.345854662189235,60.0,0
6.3774226579615565,4.229828052890558,4.102382979053209,5.256806799544423,60.0,0
7.277872289036736,3.933008042965036,3.8944787071460487,4.601558824721774,60.0,0
12.222033835206972,5.232136366762153,6.2172172975202535,6.237948054097573,60.0,0
8.031796898075145,5.2400923328581985,3.83526308455866,5.468547006477522,60.0,0
7.276412204048021,5.0027541641868405,5.4086575544046624,5.7676086721503665,60.0,0
6.5025762855107,3.3583836123769766,3.490989006700915,5.346406100373564,60.0,0
6.976630162887154,3.2814600594996226,3.9024743224757303,5.610093396963114,60.0,0
6.691741709690658,3.1409748277956373,3.8081437098783617,3.199897454734153,60.0,0
7.361537096522648,4.343554559528925,4.275086021331209,3.770130656926068,60.0,0
5.1278390251728085,2.7374836819953017,2.924814109883036,3.4330274093795086,60.0,0
5.896850367409454,3.41955522972188,3.378133514667633,3.533414959169875,60.0,0
7.914927819700981,4.01827864864476,4.311954579769494,4.805888195084726,60.0,0
8.973250798007294,7.430510810596844,6.593713896085746,5.4666183920141505,60.0,0
6.542993563075792,6.493479506223203,5.072738883266928,5.0625144040963335,60.0,0
10.878944929214956,4.471877309086447,5.326154764509604,4.724273365128317,60.0,0
9.249312777403192,5.216924285630136,5.829382118293447,6.383786826924584,60.0,0
6.138896248941704,5.076859844816941,4.2890277298826005,4.60946594134293,60.0,0
6.868709662280906,4.56550773174486,4.48297450715599,5.312849813698804,60.0,0
4.091432594815071,4.132090921494152,3.3883939318207354,3.524202312928346,60.0,0
7.381188239781986,3.953675968024337,3.9849913852560883,4.253373444320581,60.0,0
5.444212956576708,4.125583546509117,3.204447608801591,3.53814636751244,60.0,0
8.829163279180262,5.600486009757251,5.018436575312639,4.825886254480597,60.0,0
7.667531722803939,4.858068922125911,4.577017401482329,6.5032207126253425,60.0,0
5.977576386205617,3.1839274757485247,3.917040293608943,4.393209253449813,60.0,0
10.937030081900385,5.049422198000596,5.189129425947009,5.186473877231824,60.0,0
11.44672728529473,7.486586692836646,6.61843258645212,8.533254112450475,60.0,0
5.83277892142786,3.8702111901787637,3.383381853605983,5.626775493701051,60.0,0
6.707065124446737,3.4438439370063088,3.5283034669384006,4.257959759555243,60.0,0
6.583438537691704,3.6578144738074325,4.0955547011915705,4.2940157000865975,60.0,0
7.298937377440094,4.125266231296385,3.841183260737774,3.565096307447607,60.0,0
6.075289302708386,3.685935239712027,3.6275457909791657,4.250212696187237,60.0,0
5.714070351360927,3.5262826260920246,3.91634538166779,5.047477886918855,60.0,0
7.756015591350265,4.0604514555803615,4.397286531058988,5.847796578262705,60.0,0
6.871370017445758,3.4464255858806396,3.359192924855133,3.1517543216911914,60.0,0
9.536007923066057,7.169735900994873,5.4113872206035,5.016613611039765,60.0,0
10.291601558637456,4.8830330483921465,5.22475326776813,7.469626160119245,60.0,0
9.547108346832465,4.326866123245826,4.894036812141124,4.926218066589497,60.0,0
9.460989646461917,4.688902202273871,4.763960467505555,6.0584544310881,60.0,0
7.395256860339307,4.7162892192947465,4.721296464109071,6.403579138252437,60.0,0
6.11892618673206,4.43050213717783,4.381142730212897,4.249073630882853,60.0,0
3.762591548824266,2.9068763048875845,2.835717960690215,3.0290139682395605,60.0,0
9.30511034791003,4.605679623735718,4.886853804681972,5.523628015972146,60.0,0
6.001858718245448,4.7922411723806695,3.7872704159415185,4.129091564559731,60.0,0
6.604901155989405,4.1480347039006356,3.8754963408632856,4.515257706990529,60.0,0
7.209320825541871,4.255374467029833,4.101480658260794,4.410146408904049,60.0,0
8.549406566294504,4.470041887874163,4.619962781639816,5.180644715489654,60.0,0
8.7933853917458,4.14895096913749,4.496321468586725,3.9818672453838344,60.0,0
9.35596324337603,5.794901620792125,6.01814400646495,5.665407311387019,60.0,0
6.729493586153425,3.793449217777619,4.250485842273111,4.619832632459528,60.0,0
6.542537290768545,3.5976294796382295,3.627213549710274,4.255886491874802,60.0,0
5.820661306859502,3.1024063339803467,3.4353446522801128,2.9029136834810556,60.0,0
6.460129184503926,3.5356040952848953,3.6061273725155445,3.688028418617603,60.0,0
6.805069905461853,2.8019109145703904,2.950595286250884,3.517535405169459,60.0,0
6.098631897504024,3.3105427889052725,3.3699083988474023,4.277307961558634,60.0,0
7.832402622789212,4.405010971032847,4.167819111930846,4.558735180823913,60.0,0
10.524082061773756,6.258266851277304,5.795359439929202,5.650692976402206,60.0,0
8.625419302735205,6.1144913530789085,4.834456699375425,5.534615782770946,60.0,0
10.707461746277646,5.18494757153842,5.031750224340548,8.33891437073234,60.0,0
11.80876883964365,4.972806711364748,6.101458906116588,7.4109101066074725,60.0,0
7.9947976358717465,4.2929941237005895,4.394065890528208,4.769258743448628,60.0,0
6.475598427217084,4.41400587710017,4.149499185322428,5.252149142790966,60.0,0
7.009783630301404,3.95098856196061,4.15670872832422,4.797508428760495,60.0,0
4.2600939085593925,2.8649491944689016,2.737877626182759,3.9643079490495152,60.0,0
6.8461295568901175,3.9737169231911116,3.353751988694477,3.8579922942767118,60.0,0
9.136575601121258,6.047000839359218,4.942093137612239,5.553322415793708,60.0,0
12.725919436848844,5.9117973778839845,6.64753885374773,9.170387368350951,60.0,0
