a1,a2,a3,a4,load,failure
2.9241373727221744,5.003474880046594,3.8866322410352483,4.737741488572572,20.0,1
2.6489213517956696,2.820214673727539,2.9941267476950753,2.860806366172016,20.0,1
3.6103498332286468,2.9692493235522988,2.7438453721519096,4.603176275043109,20.0,1
6.321876488779141,4.448390950386735,4.400342312579597,4.199626868422,20.0,1
3.2490628876768226,3.8084834201091016,3.5818918649103044,4.354598320453335,20.0,1
3.1686537409851936,3.9369423460828012,3.129847477164191,2.7569128782536425,20.0,1
3.6353262555148644,3.7170044238028073,2.90669575939988,2.9686761195202065,20.0,1
2.8992957272508306,3.6417831880341667,2.3007376457962483,2.2489707546659843,20.0,1
3.3156993877853487,4.106428712394267,2.730898687237311,2.4361593135799913,20.0,1
4.941423025831708,4.6943207125700255,2.725606553134447,2.8530651257589867,20.0,1
3.6220128741255984,3.9486918717123483,2.734770741189117,4.367727165208796,20.0,1
3.106675865117337,3.959800653302016,2.8983214586544572,4.064977270179977,20.0,1
3.6573854333365805,4.695914716752914,4.016979477136133,3.981320302880293,20.0,1
3.357552128631906,4.962542957102547,3.9780958439443412,4.305667420526264,20.0,1
3.5331235363430733,3.698598275854489,3.501075178448872,3.9157563822561463,20.0,1
3.994958840089065,3.7279513945470657,3.5472376348593664,4.287652871752624,20.0,1
5.139218826362798,6.134126934336858,4.829633390603316,5.268477677530657,20.0,1
2.6022021152680623,3.2708472856766,2.5194053761558757,2.5219373851740414,20.0,1
1.9043396971486484,2.2721159886604956,1.903934983018558,2.204026277850732,20.0,1
4.028119621638084,3.9014732995357853,3.315591063267823,3.476963327396534,20.0,1
2.987733315492668,3.916288016016014,2.913032089470997,2.64434393763008,20.0,1
2.998393261213607,3.3924251545174933,3.1877600176950303,2.6105371970690108,20.0,1
3.1258146566560607,3.8418537503268935,2.6947588901637927,2.7347624066602942,20.0,1
4.018518962282033,4.454400470360357,3.6671756538842937,3.508756864505422,20.0,1
2.566374845570578,3.2200955258587127,2.8378849265763497,3.1575747410845145,20.0,1
5.673453597674221,5.217925997096743,4.329989294375759,3.895823759102859,20.0,1
4.501495567203089,4.840280181324005,4.0606932502281206,5.117288372415847,20.0,1
4.753575291356919,4.548183627946604,3.724039044795803,5.031664944825594,20.0,1
4.268362280146992,3.610092139405913,3.017090097421021,3.519152573993162,20.0,1
4.901957402196456,4.923014602221844,4.61288049017891,4.307813536551766,20.0,1
2.801376651308915,3.739326983533149,2.860724533711323,3.684031168054852,20.0,1
2.3498577308848745,2.347152420143944,2.3058508400952333,2.939394829624903,20.0,1
2.8168695629094502,3.214078482079473,2.8156721204469406,3.142614422549627,20.0,1
2.987728217498124,4.1798416124352835,3.170977891628103,2.616038076818564,20.0,1
3.386573751815536,3.3899135999287995,3.292185491311197,3.6614626281087017,20.0,1
4.016151657823023,4.247398566606732,3.3531709497799933,3.977480199084236,20.0,1
5.323819740258168,5.663376541701198,5.232919346948907,5.316110815573259,20.0,1
4.317679979622594,3.767393659181629,3.3991965925195533,3.724554173254453,20.0,1
4.694531206393631,5.54145623001465,4.726379114570724,4.4070968081916595,20.0,1
3.6551426428690346,4.72864560581446,3.6738465870694106,4.218932647269523,20.0,1
4.447566190219231,5.790150113263456,4.648638274033612,4.902769453118817,20.0,1
4.6564935700536125,3.533263583907069,2.8264699416819132,3.9897583444741764,20.0,1
3.367178220905102,3.7642413400627532,2.987306930173048,4.597136116470314,20.0,1
4.456184987310125,5.231059993689905,4.5246943867934295,4.843499797985523,20.0,1
3.1534543126016534,3.8340372861559517,3.0510321193766474,4.66919194693802,20.0,1
4.337516968698001,3.8172485338101474,3.6366920553951214,3.8950458387066758,20.0,1
5.979384757062369,4.9390486014440915,3.7362846309344446,3.995180627143096,20.0,1
5.617646209473627,4.715198503406883,3.8596260346707014,3.778697438408627,20.0,1
4.013373021360629,3.477999501100042,2.56991774956573,2.9419738183457502,20.0,1
4.467094637550154,3.7214748628497962,3.9016084097649966,4.184584412885194,20.0,1
3.4316636401831078,4.058710575437044,3.8898024103293403,3.081902004630216,20.0,1
3.058590232079423,3.6285850380165905,3.134508902767687,2.8820902415918024,20.0,1
5.9383286182213935,5.010918602536592,3.963254142464826,3.315645257995156,20.0,1
3.7037434137614325,3.2522449349236346,3.157657975508331,3.3259358728343487,20.0,1
1.9602164348784519,2.9046694587364956,2.245191643699624,2.7390451368067468,20.0,1
5.33400850812734,5.682395104054714,4.126314616593124,4.052710938061802,20.0,1
6.020582895435664,5.633971812894106,4.203868714966363,5.328241157657129,20.0,1
4.273523513783407,3.3531129621293307,3.455941314176352,4.180645212426263,20.0,1
4.868460316346807,4.973145625576068,4.166890430208162,5.60878802559302,20.0,1
5.104914453225387,6.330598342691098,5.12933102772868,4.627230468090452,20.0,1
3.4198891846313377,3.603359337778024,3.3841769162911963,3.072919182892948,20.0,1
2.6785734971743578,2.4751923338216635,2.0403201312441603,2.1840017656090387,20.0,1
3.5793721648806764,4.163109637271957,2.967946677316678,3.554839809569031,20.0,1
4.154567298634308,4.401223487266219,2.8522246852352993,2.5162614297440165,20.0,1
3.0184400367771373,3.3677682738846797,2.9616050558388647,2.8559028465037253,20.0,1
2.6213551916213635,3.7566872791253276,2.7751608834306514,2.4943337039720808,20.0,1
4.1441568954375345,3.9213364440364287,3.7265238714203943,4.095463153083858,20.0,1
2.9167967696774384,3.326691335301834,2.5875836567238526,2.862351261712678,20.0,1
5.217867472958762,4.462915715710974,4.172779400638562,3.7403102540475532,20.0,1
4.823125779424422,4.566249906388048,3.8238728242574003,4.635432747193527,20.0,1
4.013224347356729,3.925483909539924,3.338236059512847,4.049381553744858,20.0,1
4.410553714495895,4.4589517003364945,3.587270688809928,3.6047244959214937,20.0,1
3.873098536774191,4.963196669117255,4.247596547376081,3.447945156191332,20.0,1
4.918758339357196,4.010806608974729,2.887289069585813,2.850661452775139,20.0,1
2.8462174933028628,2.8522535268166997,1.8203122042558988,2.197996973810563,20.0,1
3.8664448781372025,3.802715288468467,2.477015771276417,2.620238161308151,20.0,1
4.10203347037231,5.36475682632721,3.7447857381980127,3.873334005430096,20.0,1
3.869309144849528,4.888124563479967,3.9134104903948224,4.3895557077268945,20.0,1
7.006812443131179,4.556040468018752,3.8313279804951414,4.058421998052074,20.0,1
