a1,a2,a3,a4,load,failure
7.666688003771568,4.676215221327002,4.684782517624784,6.3259496035897005,50.0,0
6.271763554588374,4.564286709584157,4.188378952295179,4.725668764688355,50.0,0
5.494505134967539,3.514438893506624,3.378872617325302,3.7825972079685917,50.0,0
6.088556847393509,3.7168289277965707,3.448633690283446,4.096078148775173,50.0,0
8.231261415253787,4.5828714598587865,4.361992158327286,4.395931400691916,50.0,0
5.521688576715674,3.91830078341534,3.737425047822209,3.950262489460265,50.0,0
6.451317607103246,3.3389737406601316,3.8404059275664757,4.279298157347012,50.0,0
8.20231586487136,4.506236189709322,5.241871809774181,4.620996802131249,50.0,0
6.791115075981618,4.578086985742295,4.11947721107119,4.577869923873041,50.0,0
9.939855368399998,5.364441036714298,4.96281095883831,5.55700921804453,50.0,0
6.649460459779725,3.450229938267601,3.7452570802744263,4.7207114718297545,50.0,0
6.296027681211941,3.2299895678705446,3.8115677901488954,4.6053866291781755,50.0,0
4.710797359424812,3.165940584393151,2.808023927618048,2.6714784680500903,50.0,0
6.497231340953118,4.000980202362824,3.6857020130932194,3.796876686270689,50.0,0
6.729280832861772,2.8979988854534993,2.845775082721148,3.474237011993193,50.0,0
6.047744808211003,3.4237265751363823,3.5298489022198094,3.635976329088404,50.0,0
6.322454145699085,3.8794341988568197,3.8645852384713404,4.184684345079409,50.0,0
10.116907954822887,7.753353319982311,5.087959518551524,5.590693211796353,50.0,0
11.084138252588408,5.364358700861469,5.952171750643326,6.377722242189613,50.0,0
15.532150523040187,4.267297432034174,5.3041733773694695,6.754612792392197,50.0,0
14.514803103335053,5.33018839328298,6.426289303610184,8.23799437388719,50.0,0
5.878873432769041,3.964312677101409,3.4812845148985883,4.3196877179909565,50.0,0
5.6912223137690425,3.561692683913353,3.705929837901154,4.189841893269684,50.0,0
6.595038691083569,3.1259005573262786,4.621634515169429,4.346521432468295,50.0,0
9.289159247007074,4.467997781383052,4.365615507132886,5.146241815797008,50.0,0
5.259357055938848,3.7594966768452514,2.716621942084493,3.33631160897382,50.0,0
8.409665067951924,5.862983203559303,4.490973129971802,5.510670895059393,50.0,0
10.303733557810435,4.616104355191951,5.613163524678207,7.259960727191033,50.0,0
5.892256357745828,2.6446877179283863,3.6132303611855123,3.7749612542769153,50.0,0
10.04958521388671,4.973380143060948,4.980291207419206,4.723978430353784,50.0,0
8.755412859780156,5.724978026637125,5.246738667217189,4.973017510882354,50.0,0
6.093393206145574,3.523269327689736,3.256065699741617,4.079514890838125,50.0,0
6.176271286813886,2.56806958936284,3.550752693097695,3.441238716723769,50.0,0
6.7345511568826915,3.7254568431367945,4.622587091248752,4.679223725519291,50.0,0
5.736193260759369,3.400093444138343,3.0245899182097435,4.190835182066089,50.0,0
4.317836652544883,2.9871181596340888,2.968062114001103,3.4413515324913657,50.0,0
6.262678345960744,3.0826011733244094,4.125515381359514,3.7328516595008017,50.0,0
9.093685033085633,4.311672056882371,4.790602782016336,5.869123030747572,50.0,0
6.4965886101285975,3.664860780834797,3.4754022065917556,4.129015156411476,50.0,0
7.625224786263864,6.321084232998967,5.088262883197042,4.691817663098485,50.0,0
12.634322725750724,5.20408689020914,5.756171171858903,6.888332015076487,50.0,0
8.026305238667627,4.606672104925633,4.697409906630222,5.099407766609921,50.0,0
9.17192566921624,3.9200010542303145,4.998898825606696,5.351546360190316,50.0,0
5.975725643915295,3.600873954066624,3.6061945560757627,4.386576385349131,50.0,0
4.746076131155719,2.8545882351593113,3.074485264093373,2.995612585404914,50.0,0
4.0761305661131075,2.3466944610013507,2.473060561345415,2.530364420132138,50.0,0
8.589932395751388,3.819555502934733,4.177462980443533,4.821297108872407,50.0,0
7.088793181178267,5.233917630832414,3.835039484779809,4.07116530669216,50.0,0
3.9286293638255447,3.781911186298585,2.7560378281825706,3.4007159993205294,50.0,0
8.442590430783438,3.8421464806044385,4.7277125661434845,5.340324892183551,50.0,0
7.843404437377875,4.53600773384315,4.932470959411812,5.266197497189365,50.0,0
6.467604727246837,4.523516073923422,3.535420266170822,4.360781351248794,50.0,0
